position,company,location,flag
"Sr. Associate, Data Scientist, NLP, Financial Services",KPMG,"Boston, MA",6
Senior Data Analyst,Zagster,"Boston, MA",6
Consultant - Artificial Intelligence (Pre-Sales),SFL Scientific,"Boston, MA",6
Senior Artificial Intelligence Programming Languages Scientist,Charles River Analytics Inc.,"Cambridge, MA",6
"Conversational Artificial Intelligence Architect, Manger - Applied Artificial Intelligence",Deloitte,"Boston, MA",6
AWS Technical Business Development Mgr. - Life Science and Genomics - Open Data,"Amazon Web Services, Inc.","Cambridge, MA",6
Sr. Machine Learning Scientist (AWS),"Amazon.com Services, Inc.","Boston, MA",6
"AVP, Data Analytics and Artificial Intelligence (AI)",Sanofi,"Cambridge, MA",6
LifeScore Labs - Lead Data Scientist,MassMutual,"Boston, MA",6
Research Technician - data analysis/statistics/programming experience helpful!,Massachusetts General Hospital(MGH),"Boston, MA",5
Senior Applied Scientist - Computer Vision,Amazon Robotics LLC,"North Reading, MA",5
Senior Applied Scientist - Alexa Speech,"Amazon.com Services, Inc.","Cambridge, MA",5
"Scientist, Statistical Programmer, SAS, R",Arrayo,"Cambridge, MA",5
"Senior AI, Machine Learning and Data Science Leader",Bose,"Framingham, MA",5
Computer Vision Engineer,Emotibot Technologies Limited,"Boston, MA",5
Computational Biologist/Data Scientist,Goldfinch Bio,"Cambridge, MA",5
Quantitative Researcher,MKT MEDIASTATS,"Cambridge, MA",5
DATA SCIENTIST,Cambridge Innovation Institute,"Needham, MA",5
DATA SCIENCE INTERN (SUMMER 2020),Collins Aerospace,"Westford, MA",5
Managing Data Scientist / ML Engineer,PA Consulting Group,"Boston, MA",5
"Managing Director, Harvard Data Science Review",Harvard University,"Cambridge, MA",5
Customer Data Scientist/Sales Engineer (Boston),h2o.ai,"Boston, MA",5
Natural Language Processing and Machine Learning Scientist,Apple,"Cambridge, MA",5
Post-Doc: Data Science & Machine Learning,Brain Power,"Cambridge, MA",5
Postdoctoral Research Fellow Biostatistics/Data Science,Massachusetts General Hospital(MGH),"Boston, MA",5
"Postdoctoral Researcher, Machine Learning in Drug Design",Pfizer,"Cambridge, MA",5
Prin Statistical Programmer,Medtronic,"Framingham, MA",5
Computer Vision/ AI Scientist,"Activ Surgical, Inc.","Boston, MA",5
Principal Artificial Intelligence/Deep Learning Engineer,Rapid7,"Boston, MA",5
Principal Data Scientist,Amazon Robotics LLC,"North Reading, MA",5
Principal Data Scientist,Integral Health,"Boston, MA",5
Principal Data Scientist,Verizon,"Boston, MA",5
Computer Vision Engineer II,Vecna Robotics,"Waltham, MA",5
"Principal Data Scientist, Natural Language Processing",Integral Health,"Boston, MA",5
Principal Software Development Engineer- Machine Learning and Experimentation,GoDaddy,"Cambridge, MA",5
Computer Vision Engineer,Owl Labs,"Somerville, MA",5
Principal Statistician,Takeda Pharmaceuticals,"Boston, MA",5
"Principal, Data Science",BAIN & COMPANY,"Boston, MA",5
"Principal, Statistical Programmer",Agios Pharmaceuticals,Massachusetts,5
Principal/Associate Director Early Phase Clinical Statisticians - Oncology,AstraZeneca,"Cambridge, MA",5
Principal/Sr. Principal Statistician,Takeda Pharmaceuticals,"Boston, MA",5
Computer Vision Applied Scientist,Amazon Robotics LLC,"Westborough, MA",5
Senior Business Intelligence Data Analyst,Greater Lawrence Family Health Center,"Methuen, MA",5
"Principal Data Scientist, RSA Labs",DELL,"Bedford, MA",5
Senior Clinical Data Analyst,Statistics & Data Corporation (SDC),"Waltham, MA",5
"Software Engineer, Machine Learning",Riverside Research,"Lexington, MA",5
Algorithm Development Scientist,Thermo Fisher Scientific,"Tewksbury, MA",5
Sr. Data Scientist,eClinicalWorks,"Westborough, MA",5
"Sr. Clinical Data Analyst, Research Data Services",Dana-Farber Cancer Institute,"Boston, MA",5
Sr. Big Data Architect,"CGI Group, Inc.","Burlington, MA",5
"Sr. Associate, Data Science, VP",Santander Bank,"Boston, MA",5
"Sr Data Analyst, Population Health & Service Lines",Lawrence General Hospital,"Lawrence, MA",5
Solution Principal - Machine Learning - Data & Analytics,Slalom Consulting,"Boston, MA",5
"Software Engineer, Machine Learning",Perceptive Automata,"Boston, MA",5
Clinical Computer Vision Scientist,Philips,"Cambridge, MA",5
"Software Engineer, Machine Learning",Google,"Cambridge, MA",5
"Software Engineer, Frontend - Artificial Intelligence",IBM,"Cambridge, MA",5
Software Engineer - Machine Learning,Optimus Ride,"Boston, MA",5
Software Engineer (Data Science Team),Vectra,"Boston, MA",5
Software Development Engineer - Alexa Machine Learning,"Amazon.com Services, Inc.","Cambridge, MA",5
"Siri - Machine Learning Engineer (Cambridge, MA)",Apple,"Cambridge, MA",5
Senior Statistical Programmer,Vertex Pharmaceuticals,"Boston, MA",5
Sr. Data Scientist - SW Logs,iRobot Corporation,"Bedford, MA",5
Sr. Data Scientist - Worldwide Public Sector Team,"Amazon Web Services, Inc.",Massachusetts,5
AI Implementation Manager (Data Scientist Manager - Consumer group),Humana,"Boston, MA",5
909 - Senior Statistical Programmer,Cytel Inc.,Massachusetts,5
VR Software Engineer - Computer Vision,Vicarious Surgical,"Charlestown, MA",5
"VP, Data Science",ThriveHive,"Quincy, MA",5
UX Engineer - Artificial Intelligence,IBM,"Cambridge, MA",5
"Technical Product Manager, Data Science",Wayfair,"Boston, MA",5
TV Data Scientist,LiveRamp,"Boston, MA",5
Statistician/Per Diem/Day/OBGYN,Brigham & Women's Hospital(BWH),"Boston, MA",5
Statistician - Data Scientist,MathWorks,"Natick, MA",5
Statistician (Clinical Serology),Seqirus A CSL Company,"Cambridge, MA",5
"Statistical Programmer, Population Science",Dana-Farber Cancer Institute,"Boston, MA",5
2020 Safety Assessment and Laboratory Animal Resources (SALAR) Data Scientist Intern,Merck,"Boston, MA",5
Statistical Programmer,Baim Institute for Clinical Research,"Boston, MA",5
Statistical Analyst/Programmer,Harvard University,"Boston, MA",5
Statistical Analyst,TECH TARGET,"Newton, MA",5
Staff Scientist I - NLP / Multimedia Processing,Raytheon,"Cambridge, MA",5
Sr. Statistical Programmer I,Vita Data Sciences,"Waltham, MA",5
"Applied Scientist, Automatic Speech Recognition - Alexa AI","Amazon.com Services, Inc.","Cambridge, MA",5
Senior Staff Scientist - Machine Learning,Harvard University,"Boston, MA",5
Senior Research Statistician,Boston College,"Boston, MA",5
Manager of Data Science,SharkNinja Operating,"Needham, MA",5
Senior Data Scientist,Manulife,"Boston, MA",5
Senior Data Scientist,Invicro,"Boston, MA",5
Senior Data Scientist,Highland Math,"Arlington, MA",5
Senior Data Scientist,CarGurus,"Cambridge, MA",5
Big Data/PySpark Engineer,Avanade,"Boston, MA",5
Senior Data Scientist,Amazon Robotics LLC,"North Reading, MA",5
Senior Data Science Consultant,Quantiphi Inc.,"Marlborough, MA",5
Senior Data Analyst/Manager,Grommet,"Somerville, MA",5
Senior Data Analyst / 40 Hours / Day / BWH APSI,Brigham & Women's Hospital(BWH),"Boston, MA",5
Senior Data Analyst,Partners HealthCare(PHS),"Boston, MA",5
Senior Data Analyst,Hopper,"Boston, MA",5
Senior Data Analyst,EO of HHS PayRoll/Gen Admin,"Boston, MA",5
Senior Data Analyst,Dept of Transitional Assistanc,"Boston, MA",5
"Biostatistician, Sr / Health Data Scientist",University of Massachusetts Medical School,"Worcester, MA",5
Senior Data Analyst,Case Snow Management Inc,"North Attleboro, MA",5
Senior Data Scientist,Novartis,"Cambridge, MA",5
Senior Data Scientist,Verizon,"Waltham, MA",5
"Artificial Intelligence, Consultant - Applied Artificial Intelligence",Deloitte,"Boston, MA",5
"Senior Data Scientist - Cambridge, MA",Sanofi,"Cambridge, MA",5
Senior NLP Engineer ,IMMUNITY HEALTH,"Boston, MA",5
"Associate Director, Data Sciences & Strategic Partnerships",Merck,"Boston, MA",5
Senior Machine Learning Engineer,Brooks Automation,"Chelmsford, MA",5
"Associate Director/Director, Commercial Data Management",Blueprint Medicines,"Cambridge, MA",5
"Associate Director/Director, Statistical Programming",Kiniksa Pharmaceuticals,"Lexington, MA",5
Senior Investment Data Analyst,MassMutual,"Boston, MA",5
Senior Integrated Symbolic Artificial Intelligence (AI) and Machine Learning (ML) Scientist,Charles River Analytics Inc.,"Cambridge, MA",5
Senior Health Data Analyst,BMC HealthNet Plan,"Boston, MA",5
Senior Enterprise Data Architect,Bose,"Boston, MA",5
Senior Deep Learning Performance Engineer,MathWorks,"Natick, MA",5
Senior Data Scientist – Experimentation,Spotify,"Boston, MA",5
Senior Data Scientist at Thomson Reuters Labs,Thomson Reuters,"Boston, MA",5
Senior Data Scientist - Translational Informatics,QuartzBio,"Boston, MA",5
Senior Data Scientist - Operations,McKinsey & Company,"Boston, MA",5
"Backend Software Engineer, Artificial Intelligence",IBM,"Cambridge, MA",5
"Manager, Infrastructure Data Science",Facebook,"Boston, MA",5
Visualization/Data Scientist,Vita Data Sciences,"Waltham, MA",5
Manager of Data Science,SharkNinja,"Needham, MA",5
Linked Data Consultant / Field Application Scientist - Senior,Ontoforce NV,"Boston, MA",5
"Data Scientist - Travel, Transport and Logistics",McKinsey & Company,"Waltham, MA",5
Data Governance Project Specialist,Partners HealthCare(PHS),"Somerville, MA",5
Lead Data Scientist,Wolters Kluwer,"Waltham, MA",5
Lead Data Scientist - Deep Learning,Humana,"Boston, MA",5
Data Scientist - Inference,TripAdvisor,"Needham, MA",5
"Lead Data Scientist/Statistician, Manufacturing Sciences & Technology - Cambridge, MA",Brammer Bio,"Cambridge, MA",5
"Lead, Machine Learning Engineering & AI Research",1910 Genetics,"Cambridge, MA",5
Data Scientist - Data Visualization,AETNA,"Wellesley, MA",5
Data Scientist - Computer Vision,SFL Scientific,"Boston, MA",5
Data Scientist (Machine Learning) Intern,KAYAK,"Boston, MA",5
Data Science Engineer,Dun & Bradstreet,"Waltham, MA",5
Lead Data Scientist,Cimpress/Vistaprint,"Waltham, MA",5
Data Scientist,dataxu,"Boston, MA",5
Machine Learning Algorithms,Bose,"Framingham, MA",5
Data Scientist,The Hanover Insurance Group,"Worcester, MA",5
Data Engineer,Capital One - US,"Cambridge, MA",5
Data Science Instructor,Edlitera,"Boston, MA",5
Machine Learning Engineer,Bose,"Boston, MA",5
Data Scientist,PureTech Health,"Boston, MA",5
Machine Learning Engineer,Burst Inc.,"Boston, MA",5
Machine Learning Engineer,CarGurus,"Cambridge, MA",5
Data Scientist,MIT,"Cambridge, MA",5
Lead Data Scientist,Clean Harbors,"Norwell, MA",5
Data Scientist Group Leader,SAINT-GOBAIN,"Northborough, MA",5
Data Scientist,"MIB Group, Inc.","Braintree, MA",5
"Data Scientists, Computational DMPK & Safety",AstraZeneca,"Waltham, MA",5
Director PMO Data and Analytics,Partners HealthCare(PHS),"Somerville, MA",5
Director of Data Analysis – Data Science Group,Opinion Dynamics Corporation,"Boston, MA",5
Director of Data Science,Wiser Solutions,"Boston, MA",5
"Digital Signal Processing Engineer, Boston MA",Cambridge Consultants Ltd,"Boston, MA",5
Deep Learning Scientist,DeepCure,"Boston, MA",5
"Director, Data Science IT Services",Harvard University,"Boston, MA",5
Engineering Manager – Machine Learning,Spotify,"Boston, MA",5
Environmental Data Science,Battelle,"Norwell, MA",5
"Field Data Scientist, BioInnovation",Indigo,"Boston, MA",5
GAMMA - Lead Machine Learning Engineer,Boston Consulting Group,"Boston, MA",5
Data Scientist/Economist,Burning Glass Technologies,"Boston, MA",5
Data Science Consultant,Quantiphi Inc.,"Marlborough, MA",5
Data Scientist- Product Intelligence,WordStream,"Boston, MA",5
"Data Scientist, NLU Analytics","Amazon.com Services, Inc.","Cambridge, MA",5
Head of Data Science,"Foundation Medicine, Inc.","Boston, MA",5
Head of Talent Acquisition - Data Science and Machine Learning,Wayfair,"Boston, MA",5
Healthcare Data Governance Specialist,Partners HealthCare(PHS),"Somerville, MA",5
Data Management Specialist (Digital Health),Partners HealthCare(PHS),"Somerville, MA",5
Immunization Data Quality Scientist,JSI,"Boston, MA",5
Data Scientist – Data Connector,Novartis,"Cambridge, MA",5
Immunization Data Quality Scientist,"John Snow, Inc. and JSI Research & Training Instit...","Boston, MA",5
Internship - Natural Language Processing,Amadeus,"Boston, MA",5
Data Center Architect,"Insight Enterprises, Inc.","Watertown, MA",5
Data Engineer,"Nara Logics, Inc.","Boston, MA",5
"Director II, Data Science, GRM Design & Modeling Pricing Sophistication",Liberty Mutual Insurance,"Boston, MA",5
Machine Learning Senior Scientist,Sanofi,"Cambridge, MA",5
Data Scientist,EMD,"Bedford, MA",5
Data Science Intern,Health Catalyst,"Cambridge, MA",5
Machine Learning Engineer for Autonomous Systems,Draper,"Cambridge, MA",5
Data Scientist,Chewy,"Boston, MA",5
Machine Learning Scientist,MGH & BWH Center for Clinical Data Science,"Boston, MA",5
Data Science and Machine Learning Specialists for Kessel Run Mission,"INNOVIM, LLC",Massachusetts,5
Data Scientist,Cambridge Mobile Telematics,"Cambridge, MA",5
Data Scientist,Broad Institute,"Cambridge, MA",5
Data Scientist,Bilin Technology,"Boston, MA",5
Data Scientist,Alion Science and Technology,"Hanscom AFB, MA",5
Machine Learning Scientist,EasyReach,"Boston, MA",5
1155-Principal Statistical Programmer,Cytel Inc.,"Waltham, MA",5
Data Scientist,BERG LLC,"Framingham, MA",5
"Data Analyst, Sr. - Physician Payment Analyst, Sr.",Massachusetts General Hospital(MGH),"Boston, MA",5
Machine Learning Researcher,Boston Dynamics,"Waltham, MA",5
Data Scientist,Etiometry,"Boston, MA",5
Data Science Software Engineer,Klaviyo,"Boston, MA",5
Data Scientist,BD,"Boston, MA",5
Machine Learning and AI Research Scientist (FY19),Analog Devices,"Boston, MA",5
Data Science Manager - User Modeling,True Fit,"Boston, MA",5
Data Scientist,GCP Applied Technologies,"Cambridge, MA",5
Data Scientist,Groe Advisors,"Boston, MA",5
Machine Learning Engineer,Neural Magic,"Somerville, MA",5
Data Science Manager,"The TJX Companies, Inc.","Framingham, MA",5
Senior Healthcare Data Analyst,Crossix Solutions,"Boston, MA",4
Senior Data Scientist,TripAdvisor,"Needham, MA",4
Big Data Engineer (Digital Health),North Shore Physicians Group,"Somerville, MA",4
"Data Scientist, Go-To- Market Insights and Analytics","Sonos, Inc","Boston, MA",4
Associate Research Statistician - HEOR,Precision Xtract,"Boston, MA",4
Data Science Manager,Freebird,"Cambridge, MA",4
Statistician,Karen Clark & Company,"Boston, MA",4
Statistical Survey Analyst,Mathematica Policy Research,"Cambridge, MA",4
Data Science Internship,Vectra,"Boston, MA",4
Data Scientist Lead,AETNA,"Wellesley, MA",4
Senior Data Scientist,SFL Scientific,"Boston, MA",4
Senior Financial Reporting and Data Analyst,Yesway,"Beverly, MA",4
Data Science Analyst Co-Op,MFS Investment Management,"Boston, MA",4
"Data Scientist, Marketing Measurement Analytics",Cimpress/Vistaprint,"Waltham, MA",4
Data Sciences & AI Graduate Programme - US,AstraZeneca,"Waltham, MA",4
Data Scientist— NLP Specialist,Entromy,"Boston, MA",4
Ultimate Hoops Statistician,Life Time,"Framingham, MA",4
"Senior Data Scientist, Data Center Systems",Schneider Electric,"Andover, MA",4
"Data Scientist, Predictive Modeling Lead",Indigo,"Boston, MA",4
Senior Data Scientist,Zoom Information Inc.,"Waltham, MA",4
Big Data Engineer (Digital Health),Cooley Dickinson Health Care,"Somerville, MA",4
Data Science and Analytics Manager,Iris Concise,"Burlington, MA",4
"Data Scientist III, Advanced Analytics",Raytheon,"Andover, MA",4
"Tenure Track Open Rank, Mathematical Sciences",Bentley University,"Waltham, MA",4
Data Science Product Analyst,DraftKings,"Boston, MA",4
Manager of Statistical Programming,AL Solutions,"Boston, MA",4
Deep Learning Architect,"Amazon Web Services, Inc.","Boston, MA",4
"Senior Engineer/Scientist - Radar Systems and Data Fusion - Boston, MA - SEAL",Georgia Tech Research Institute,"Boston, MA",4
"Sr Clinical Data Analyst, Informatics & Analytics",Dana-Farber Cancer Institute,"Boston, MA",4
"Associate Director, Statistics",Takeda Pharmaceuticals,"Lexington, MA",4
Statistical Programmer,PTS Advance,"Boston, MA",4
Senior Data Scientist,Nuance,"Burlington, MA",4
Software Development Engineer - Alexa AI - Cambridge,"Amazon.com Services, Inc.","Cambridge, MA",4
Data Scientist,Vectra,"Boston, MA",4
Data Scientist,"Foundation Medicine, Inc.","Boston, MA",4
Data Scientist,Trianz,"Boston, MA",4
Software Engineer - 3D Computer Vision/Computer Graphics,Veo Robotics,"Boston, MA",4
"Sr. Data Analyst, Marketing",Buildium,"Boston, MA",4
Data Scientist,Systems & Technology Research,"Woburn, MA",4
Sr. Data Analyst (Insurance),The Hanover Insurance Group,"Worcester, MA",4
Software Engineer in Test - Statistics and Machine Learning,MathWorks,"Natick, MA",4
Data Scientist,Litmus,"Cambridge, MA",4
"Sr. Analyst, Statistical Modeling",Element Global Search,"Boston, MA",4
Data Scientist,Panjiva,"Cambridge, MA",4
Solution Architect/Data Scientist- Network Analytics,Ribbon Communications,"Westford, MA",4
Data Scientist,Massachusetts Eye and Ear Infirmary,"Boston, MA",4
"Applied Research Scientist, Computer Vision",Facebook,"Boston, MA",4
Sr Data Scientist,"CallMiner, Inc","Waltham, MA",4
"Applied Scientist, Alexa NLU","Amazon.com Services, Inc.","Cambridge, MA",4
"Sr. Manager, Specialist Solutions Architects - Data Sciences","Amazon Web Services, Inc.","Boston, MA",4
Data Scientist,Data+Math,"Boston, MA",4
"Statistical Genetics, Data Scientist",Camp4,"Cambridge, MA",4
Senior Machine Learning Engineer,Integral Health,"Boston, MA",4
Data Scientist Engineer,Octo Consulting Group,"Boston, MA",4
Sr Data Scientist,Aspen Technology,"Bedford, MA",4
Statistical Marketing Analyst,TECH TARGET,"Newton, MA",4
Data Scientist / Software Developer,Tessella,"Boston, MA",4
"Senior Machine Learning Engineer, Data Science",Wayfair,"Boston, MA",4
Associate Data Scientist,Rue Gilt Groupe,"Boston, MA",4
Senior Operations Data Analyst,SharkNinja,"Needham, MA",4
AI/Machine Learning Lead,EY,"Boston, MA",4
Senior Operations Data Analyst,SharkNinja Operating,"Needham, MA",4
Statistical Analyst,TechTarget,"Newton, MA",4
Artificial Intelligence/Machine Learning Venture Capital Principal,Romulus Capital,"Boston, MA",4
Data Scientist - Healthcare,EMD,"Rockland, MA",4
Data Scientist - Digital Health,BERG LLC,"Framingham, MA",4
Senior Scientist -- Mathematical Modeler,Applied BioMath,"Concord, MA",4
Data Science Intern,Danfoss,"Cambridge, MA",4
Senior Machine Learning Engineer,Recorded Future,"Somerville, MA",4
Data Science Intern,Zylotech,"Cambridge, MA",4
Python for Data Science-Lead,Wipro LTD,"Marlborough, MA",4
Senior Artificial Intelligence (AI) Adaptive Training and Intelligent Tutoring Systems Scientist,Charles River Analytics Inc.,"Cambridge, MA",4
Lead Data Scientist,Neurable Inc.,"Boston, MA",4
Lead Data Scientist,Hopper,"Boston, MA",4
Machine Learning Engineer,Tulip,"Somerville, MA",4
Data Architect/Scientist Chief,SAIC,"Bedford, MA",4
Machine Learning Engineer/Scientist,"Cellino Biotech, Inc.","Cambridge, MA",4
Machine Learning Manager,PathAI,"Boston, MA",4
Pricing / Risk Data Scientist,Indigo,"Boston, MA",4
Senior Artificial Intelligence (AI) Applications Software Engineer,Charles River Analytics,"Cambridge, MA",4
Lead Data Scientist and CDO Site Head,Novartis,"Cambridge, MA",4
Predictive Data Analytics / Machine Learning,Community Data Platforms,"Nantucket, MA",4
Cloud Solution Architect - Data Platform,Microsoft,"Boston, MA",4
Machine Learning Engineer,Brain Power,"Cambridge, MA",4
"Machine Learning Manager, Computer Vision",Wayfair,"Boston, MA",4
Senior Business Data Analyst,EF Educational Tours,"Cambridge, MA",4
"Senior Business Data Analyst, Internal Agency",DraftKings,"Boston, MA",4
Machine Learning Research Innovation Fellow,Partners HealthCare(PHS),"Boston, MA",4
"Scientist, Machine Learning & Probabilistic Modeling",Charles River Analytics,"Boston, MA",4
Lead Data Scientist- 63246BR,AETNA,"Wellesley, MA",4
Data Integration Team Manager,Partners HealthCare(PHS),"Somerville, MA",4
Computer Vision Engineer,solo* sciences,"Brookline, MA",4
Machine Learning Engineer,EY,"Boston, MA",4
Machine Learning Engineer,Fritz,"Boston, MA",4
Principal Machine Learning Engineer,Integral Health,"Boston, MA",4
"Principal Data Scientist, System Modeling- Framingham/MA",Sanofi,"Framingham, MA",4
"Regional Head of Business Development - AI, Machine Learning, Data Science",Xen.ai,"Boston, MA",4
Data Science Intern (Spring 2020),iRobot Corporation,"Bedford, MA",4
"Principal Data Scientist, Cambridge, MA",Sanofi,"Cambridge, MA",4
Machine Learning Engineer,Spotify,"Boston, MA",4
Cognitive/Machine Learning - Data Scientist,Humana,"Boston, MA",4
Principal Data Scientist (USBU),Takeda Pharmaceuticals,"Lexington, MA",4
Machine Learning Engineer,Tagup Inc.,"Somerville, MA",4
Research Scientist or Senior Research Scientist - Deep Learning,Mitsubishi Electric Research Laboratories,"Cambridge, MA",4
Linked Data Consultant / Field Application Scientist - Junior,Ontoforce NV,"Boston, MA",4
Principal Data Scientist,Staples,"Framingham, MA",4
"Research Staff Member, Artificial Intelligence",IBM,"Cambridge, MA",4
SBS Dean's Office - Program Manager (Data Analytics and Computational Social Science),University of Massachusetts Amherst,"Amherst, MA",4
Intern - Machine learning based LMP consistency monitor,ISO New England Inc.,"Holyoke, MA",4
Practice Area Lead - Machine Learning - Data & Analytics,Slalom Consulting,"Boston, MA",4
Catastrophe Analyst,Berkshire Hathaway Specialty Insurance,"Boston, MA",4
Machine Learning-Architect,Wipro LTD,"Boston, MA",4
Natural Language Processing Graduate Intern- Summer 2020,Raytheon,"Cambridge, MA",4
Natural Language Processing Engineer,EasyReach,"Boston, MA",4
Carbon Credit Data Scientist,Indigo,"Boston, MA",4
Data & Analytics Consultant (BOS),Systems Evolution Inc.,"Boston, MA",4
DATA SCIENCE CONSULTANT,managementsolutions,"Boston, MA",4
DATA SCIENCE CONSULTANT USA (MA),managementsolutions,"Boston, MA",4
Senior Data Science Manager,Wayfair,"Boston, MA",4
Machine Learning/Deep Learning Internship (summer 2019),Burning Glass Technologies,"Boston, MA",4
Senior Data Analyst,Zeta Global,"Burlington, MA",4
"Director, M.S., Applied Data Science - Bay Path University",Bay Path University,"Longmeadow, MA",4
Manager of Data Science,CarGurus,"Cambridge, MA",4
Senior Data Scientist,Circle,"Boston, MA",4
Senior Data Scientist,ClimaCell,"Boston, MA",4
Data Science / Ops Research / Statistics / Math New and Recent Grads,Mitre Corporation,"Bedford, MA",4
Senior Data Scientist,Hopper,"Boston, MA",4
"Manager, Big Data Analytics and Machine Learning",Deloitte,"Boston, MA",4
"Senior Data Analyst - Boston, MA",Nift Networks,"Boston, MA",4
Graduate Intern - Summer 2020 - NLP/ Multimedia Processing,Raytheon,"Cambridge, MA",4
Image Analysis Data Scientist,Indigo,"Boston, MA",4
Senior Data Analyst,MassMutual,"Boston, MA",4
"Postdoctoral Associate, Computer Vision",MIT,"Cambridge, MA",4
Contract Statistical Programmer,"Alkermes, Inc.","Waltham, MA",4
Senior Data Analyst,MARC USA,"Charlestown, MA",4
Open Rank NTT & Assistant Director of Data Science,Northeastern University,"Boston, MA",4
Head of Data Science,Finch Therapeutics,"Somerville, MA",4
Natural Language Processing Undergraduate Intern- Summer 2020,Raytheon,"Cambridge, MA",4
Solaria Labs Data Science Coop,Liberty Mutual Insurance,"Boston, MA",3
Data Scientist,Beacon Health Options,"Boston, MA",3
"Manager, Data Science, Programming and Visualization",Element Global Search,"Boston, MA",3
2020 Data Science Graduate Intern,Merck,"Boston, MA",3
Machine Learning Engineer,Klaviyo,"Boston, MA",3
Principal Research Data Scientist,CBRE,"Boston, MA",3
"Software Engineer/Scientist - Artificial Intelligence/Machine Learning - Boston, MA - SEAL",Georgia Tech Research Institute,"Boston, MA",3
Data Scientist,OM1,"Boston, MA",3
Machine Learning Scientist,Broad Institute,"Cambridge, MA",3
Machine Learning Engineer,Gravyty Technologies,"Newton, MA",3
Sr. Deep Learning Scientist,"Amazon Web Services, Inc.",Massachusetts,3
Applied Mathematician / Statistician,Emotibot Technologies Limited,"Boston, MA",3
"Sr. Data Scientist, Core Experiences Advertising",TripAdvisor,"Needham, MA",3
1177-Senior Statistical Programmer-US,"Cytel, Inc (USA)","Waltham, MA",3
Network Data Scientist,Verizon,"Waltham, MA",3
Principal Data Scientist,UnitedHealth Group,"Boston, MA",3
Masters Level Statistician,Massachusetts General Hospital(MGH),"Boston, MA",3
Computer Vision Scientist,TVision Insights,"Boston, MA",3
Statistics and Evaluation Specialist for Substance Addiction,Department of Public Health,"Boston, MA",3
Data Scientist,Cognito Therapeutics,"Cambridge, MA",3
Machine Learning Scientist,Partners HealthCare(PHS),"Boston, MA",3
Sr. Manager/Principal Data Scientist,Kiniksa Pharmaceuticals,"Lexington, MA",3
Machine Learning Engineer,DeepHealth,"Cambridge, MA",3
Data Science / Ops Research / Statistics / Mathematics Intern - SUMMER 2020,Mitre Corporation,"Bedford, MA",3
Senior Artificial Intelligence (AI) Adaptive Training and Intelligent Tutoring Systems Scientist,Charles River Analytics,"Cambridge, MA",3
"Senior Healthcare Data Analyst - Cambridge, MA",Magellan Health,"Cambridge, MA",3
Data Scientist - Ingenuity,McKinsey & Company,"Waltham, MA",3
Data Scientist - Research,Data+Math,"Boston, MA",3
"Software Engineer, Artificial Intelligence",IBM,"Cambridge, MA",3
Associate Data Science Engineer,Manulife,"Boston, MA",3
Data Scientist / Machine Learning Architect / Developer,Profitect Inc.,"Burlington, MA",3
Associate Director - Data Science,Thermo Fisher Scientific,Massachusetts,3
Clinical Data Scientist (Manager),Pfizer Inc.,"Cambridge, MA",3
Lead Atmospheric Data Scientist,ClimaCell,"Boston, MA",3
"Data Scientist, Digital Solutions",Simon-Kucher & Partners,"Boston, MA",3
Imaging Data Scientist & Data Engineer,Dana-Farber Cancer Institute,"Boston, MA",3
Associate Scientist - NLP / Multimedia Processing,Raytheon,"Cambridge, MA",3
Healthcare Data Scientist,Vertex Pharmaceuticals,"Boston, MA",3
Artificial Intelligence engineer,"Polis, Inc.","Boston, MA",3
"Senior Editor, Artificial Intelligence",MIT,"Cambridge, MA",3
"Senior Data Scientist, Customer Experience","Sonos, Inc","Boston, MA",3
"Senior Data Analyst - DSME , Alexa Data Services","Amazon.com Services, Inc.","Medford, MA",3
Senior Data Scientist / Machine Learning,Nift Networks,"Boston, MA",3
GAMMA - Machine Learning Engineer,Boston Consulting Group,"Boston, MA",3
"Senior Data Science Engineer, Marketplace",Indigo,"Boston, MA",3
Data/AI/Analytics Advisory Manager/Group Manager,Avanade,"Boston, MA",3
Senior Data Scientist - Machine Learning,TripAdvisor,"Needham, MA",3
Deep Learning Principal Software Engineer,MathWorks,"Natick, MA",3
Senior Data Scientist,Insulet Corporation,"Acton, MA",3
Senior Data Scientist,Salary Finance US,"Boston, MA",3
Senior Pricing Data Scientist,Chewy,"Boston, MA",3
Deep Learning Research Scientist,EasyReach,"Boston, MA",3
Artificial Intelligence Engagement Lead,Publicis Sapient,"Boston, MA",3
Data Engineer Co-op,Bose,"Boston, MA",3
Computational Linguist Natural language processing NLP engineer,Nuance,"Boston, MA",3
Senior Data Scientist,MIT,"Cambridge, MA",3
Software Engineer - Machine Learning,Lightmatter,"Boston, MA",3
Process Statistician,bluebird bio,"Cambridge, MA",3
ML / AI Engineer,Zylotech,"Cambridge, MA",3
Machine Learning Data Scientist,Wayfair,"Boston, MA",3
Machine Learning Algorithms Developer,Bose,"Framingham, MA",3
"Principal Statistician, Biomarker Statistics – US or UK",GSK,"Waltham, MA",3
Principal Clinical Data Manager III,Pharmica Consulting,"Boston, MA",2
Data Science & Analytics Manager,"Takeoff Technologies, Inc.","Waltham, MA",2
Data Scientist (Healthcare),UMass Memorial Health Care,"Worcester, MA",2
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Boston, MA",2
